auESFwWvW42h6alXgFxAXQ,5UmKMjUEUNdYWqANhGckJw,6,3.67,4,397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4,5,0.735948639681,0,Yes
k0a-uii8yr__Rl-9ipl_RA,mVHrayjG3uZ_RLHkLj-AMg,8,4.29,5,2374,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,20,5,-0.116286292653,1,Yes
NaTnrURv9lKSk53FjGS7Cg,KayYbHCt-RkbGcPdGOThNg,7,4.0,22,548,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,21,4,2.33234669238,2,Yes
WzaaorVCmUTQvu4mScunNg,b9WZJp5L1RZr4F1nxclOoQ,432,3.7,1108,1278,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,58,4,4.18630435068,4,Yes
iW3KcKqzsU5DLaOPEqiuIA,b9WZJp5L1RZr4F1nxclOoQ,4,4.0,0,152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,58,5,4.57384389022,0,Yes
fb_I24J7hvBPvdM3ENQx5A,b9WZJp5L1RZr4F1nxclOoQ,25,4.62,3,2616,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,58,5,2.12324858478,0,Yes
5-EsEwC-eXHCAc654-ZNuw,rv7CY8G_XibTx82YhuqQRw,25,3.96,9,913,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,5,2,-5.28083703668,1,No
jLOSvOEy5o8Ig-Qz7n674A,sZ4uYs99km644ZMR1TO76A,15,3.57,1,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3,1,-0.76188630815,0,No
kJVSXidaaefpT7Lwh6B3ww,MKyk4F4HSzHF8v-4cYe3Ww,6,4.17,0,152,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,30,5,2.06475380464,0,Yes
JHuDG3Zphe0GZU11OxgXdQ,1qCuOcks5HRv67OHovAVpg,2,3.5,0,1552,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3.5,26,5,2.31435293879,0,Yes
